"filename", "language", "pip requirements", "JSON with Comments", "HTML", "Python", "Properties", "Batch", "CSS", "JavaScript", "JSON", "PowerShell", "XML", "C++", "comment", "blank", "total"
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\commands\install.py", "Python", 0, 0, 0, 453, 0, 0, 0, 0, 0, 0, 0, 0, 48, 80, 581
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\commands\list.py", "Python", 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 27, 50, 312
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\commands\search.py", "Python", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 140
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\commands\show.py", "Python", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 169
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\commands\uninstall.py", "Python", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 79
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\commands\wheel.py", "Python", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 182
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\configuration.py", "Python", 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 112, 73, 418
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\distributions\__init__.py", "Python", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 24
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\distributions\base.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 34
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\distributions\installed.py", "Python", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 16
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\distributions\source.py", "Python", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 81
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\distributions\wheel.py", "Python", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 18
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\download.py", "Python", 0, 0, 0, 705, 0, 0, 0, 0, 0, 0, 0, 0, 287, 186, 1178
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\exceptions.py", "Python", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 108, 72, 306
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\index.py", "Python", 0, 0, 0, 888, 0, 0, 0, 0, 0, 0, 0, 0, 443, 178, 1509
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\legacy_resolve.py", "Python", 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 124, 60, 458
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\locations.py", "Python", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 143
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\candidate.py", "Python", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 37
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\format_control.py", "Python", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 74
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\index.py", "Python", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 32
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\link.py", "Python", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 51, 38, 214
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\search_scope.py", "Python", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 114
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\selection_prefs.py", "Python", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 21, 7, 48
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\models\target_python.py", "Python", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 33, 16, 107
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\operations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\operations\check.py", "Python", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 30, 38, 160
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\operations\freeze.py", "Python", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 254
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\operations\prepare.py", "Python", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 72, 31, 288
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\pep425tags.py", "Python", 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 98, 67, 385
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\pyproject.py", "Python", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 62, 26, 172
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\__init__.py", "Python", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 79
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\constructors.py", "Python", 0, 0, 0, 262, 0, 0, 0, 0, 0, 0, 0, 0, 47, 41, 350
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\req_file.py", "Python", 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 112, 49, 400
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\req_install.py", "Python", 0, 0, 0, 725, 0, 0, 0, 0, 0, 0, 0, 0, 214, 97, 1036
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\req_set.py", "Python", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 44, 26, 194
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\req_tracker.py", "Python", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 97
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\req\req_uninstall.py", "Python", 0, 0, 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 132, 88, 634
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\appdirs.py", "Python", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 117, 36, 269
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\compat.py", "Python", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 91, 45, 294
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\deprecation.py", "Python", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 32, 22, 101
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\encoding.py", "Python", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 40
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\filesystem.py", "Python", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 31
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\glibc.py", "Python", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 49, 20, 121
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\hashes.py", "Python", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 44, 24, 129
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\logging.py", "Python", 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 91, 64, 395
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\marker_files.py", "Python", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 21
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\misc.py", "Python", 0, 0, 0, 695, 0, 0, 0, 0, 0, 0, 0, 0, 343, 164, 1202
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\models.py", "Python", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 41
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\outdated.py", "Python", 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 32, 33, 179
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\packaging.py", "Python", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 28, 20, 95
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\setuptools_build.py", "Python", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 37
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\temp_dir.py", "Python", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 61, 21, 156
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\typing.py", "Python", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 30
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\ui.py", "Python", 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 100, 87, 425
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\utils\virtualenv.py", "Python", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 35
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\vcs\__init__.py", "Python", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 13
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\vcs\bazaar.py", "Python", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 102
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\vcs\git.py", "Python", 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 75, 52, 359
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\vcs\mercurial.py", "Python", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 104
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\vcs\subversion.py", "Python", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 84, 46, 315
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\vcs\versioncontrol.py", "Python", 0, 0, 0, 308, 0, 0, 0, 0, 0, 0, 0, 0, 214, 79, 601
"f:\Inframind\Modules\env\Lib\site-packages\pip\_internal\wheel.py", "Python", 0, 0, 0, 703, 0, 0, 0, 0, 0, 0, 0, 0, 288, 135, 1126
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\__init__.py", "Python", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 33, 10, 110
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\appdirs.py", "Python", 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 0, 240, 63, 605
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py", "Python", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 12
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py", "Python", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 58
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py", "Python", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 27, 24, 134
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\cache.py", "Python", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 40
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py", "Python", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py", "Python", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 30, 29, 147
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py", "Python", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 34
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\compat.py", "Python", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 30
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\controller.py", "Python", 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 80, 65, 368
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py", "Python", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 81
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py", "Python", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 32, 35, 136
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py", "Python", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 47, 37, 187
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py", "Python", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\certifi\__init__.py", "Python", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\certifi\__main__.py", "Python", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\certifi\core.py", "Python", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 16
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\__init__.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 40
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\big5freq.py", "Python", 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 41, 6, 387
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\big5prober.py", "Python", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\chardistribution.py", "Python", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 73, 30, 234
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\charsetgroupprober.py", "Python", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 26, 9, 107
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\charsetprober.py", "Python", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 67, 23, 146
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\cli\chardetect.py", "Python", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 86
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\codingstatemachine.py", "Python", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, 89
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\compat.py", "Python", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 35
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\cp949prober.py", "Python", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 50
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\enums.py", "Python", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 77
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\escprober.py", "Python", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 102
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\escsm.py", "Python", 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 247
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\eucjpprober.py", "Python", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 27, 12, 93
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\euckrfreq.py", "Python", 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 38, 7, 196
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\euckrprober.py", "Python", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\euctwfreq.py", "Python", 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 41, 7, 388
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\euctwprober.py", "Python", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 47
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\gb2312freq.py", "Python", 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 38, 7, 284
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\gb2312prober.py", "Python", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 47
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\hebrewprober.py", "Python", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 186, 24, 293
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\jisfreq.py", "Python", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 41, 8, 326
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\jpcntx.py", "Python", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 44, 21, 234
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langbulgarianmodel.py", "Python", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 39, 8, 229
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langcyrillicmodel.py", "Python", 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 34, 14, 334
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langgreekmodel.py", "Python", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 37, 7, 226
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langhebrewmodel.py", "Python", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 40, 5, 201
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langhungarianmodel.py", "Python", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 37, 7, 226
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langthaimodel.py", "Python", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 38, 6, 200
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\langturkishmodel.py", "Python", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 33, 5, 194
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\latin1prober.py", "Python", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 146
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\mbcharsetprober.py", "Python", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 92
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\mbcsgroupprober.py", "Python", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 55
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\mbcssm.py", "Python", 0, 0, 0, 476, 0, 0, 0, 0, 0, 0, 0, 0, 44, 53, 573
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\sbcharsetprober.py", "Python", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 133
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\sbcsgroupprober.py", "Python", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 74
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\sjisprober.py", "Python", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 93
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\universaldetector.py", "Python", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 104, 22, 287
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\utf8prober.py", "Python", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 83
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\chardet\version.py", "Python", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\colorama\__init__.py", "Python", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\colorama\ansi.py", "Python", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 103
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\colorama\ansitowin32.py", "Python", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 23, 40, 258
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\colorama\initialise.py", "Python", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 81
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\colorama\win32.py", "Python", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 153
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\colorama\winterm.py", "Python", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 28, 19, 170
"f:\Inframind\Modules\env\Lib\site-packages\pip\_vendor\distlib\__init__.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 24
